score,text,klasifikasi
-3, gaji usaha wfh kuatir makan besok duabulan tigabulan empatbulan ya minggu berat ,Negatif
-1,garagara wfh nyokap tau korsel isi minho doang hafal member bts,Negatif
0, kartun pkpwfh xleh nak shooting video kat ahaha,Netral
-1,kesuwen wfh dadi kacau psikologis,Negatif
-3, ya orang wfh pakai bra rumah aneh ,Negatif
-2,tbh kulit tuh tipe jerawat wfh tau ,Negatif
-2, wfh ya wfh ya wfh,Negatif
0,ok no wonder kat pipi kian zzzzz betulbetul area dawai i work almost everyday since pkp takda wfh sok pakai mask sobs,Netral
0,butuh tangga ngecat eh bokap bilang pakai tangga meja leher gel dangakdangak besok wfh ,Netral
-1, wfh ya moga mama aman sehat ,Negatif
0, mama wfh diliburin,Netral
1,iya gratis eps eps kadanf promo karantina wfh ,Positif
-1, ya libur wfh kerja bos pulang kerja,Negatif
0,endorsan sepi minim skill hadap wfh tau akibat kontroversi siklus covid susun rapi tragedi chat sebar settingan,Netral
0,people really be thinking wfh means eh palaotak i said finish mesti on the dot turun ,Netral
1,yeayyyy habis je arini pm habis ye nasib wfh esok deh start cuti raya bolehla start kemas umah sikit esok,Positif
0,hooh muak wfh kerja sentuh blank minggu iya jaga sehat terima kasih ya rud,Netral
0, wfh,Netral
-1,wfh extend again bagus ngeri jekardaah kosan ku apakabarmu,Negatif
-4,habis netijen nyinyir ya kerja ngeluh mundur gilir gaji potong gara gara usaha pailit pandemi protes keras kerja wfh manusya,Negatif
0, maaf kecuali indihome wfh susah mas ,Netral
1,sukses gerak sukses gerak wfh lho indonesia corona total sembuh tinggal orang,Positif
0,students uji online learning cabar assignments timbun masuk kuiz test allahu praktikal duga kena wfh sukar tangguhn,Netral
-1, tanggal kerja arti tinggal isi kinerja kantor wfh,Negatif
0,wfh kayak sanlat x kadang x,Netral
-1, rutin kasih hampers ya kantor doang puasa full wfh alias gdpt hampers ,Negatif
0, beef curry beda kahen ni enak dine ngulik marugame wfh wkwkwkw,Netral
-1, ya go go go,Negatif
0,shomboongnyapasti wfh ,Netral
0,mei yes mei cuti mei cuti mei batal kerja wfh ajalaa,Netral
0, generasi wfh sfh,Netral
0,pengin wfh ,Netral
0, wfh opis kena sedia elaun letrik jam kot pc pasang ,Netral
-4, bilang pandemi tuh pandemi transportasi darat mudik larang pasar pecah ruah padat dmn mall buka bandara buka kerja suruh wfh cuti lebaran suruh kerja sengklek ironi sholat ied drmh surat edar pemda pemerintah kusut,Negatif
1,bahas kak kemarin iki ngko libur suwe nggarap opo enak e bikin jajan crita istriny dbelikan oven crita istriny kerjaanny pagi sore ublek dapur bikin jajan crita pengin beli oven cowok wfh dandan rumah cewek wfh baking,Positif
0, ta the extension of wfh duration senang memo yaallah gua pengin hidup normal,Netral
-1,ngaruh kak wfh libur biar mental istirahat dikit,Negatif
-1,hah putus besok wfh,Negatif
-4,mental duduk rumah pkp tuah duduk rumah je kena pergi kerja deh kerja kilang kerja plague plak imbuh haram jadah kerja kena komplen kena cover kerja bos depa wfh apply cuti raya rejek mental ,Negatif
0,lagu bangsa wfh n jual risoles,Netral
-3,kemarin wfh bosan rumah libur lebaran bosan dirikuu,Negatif
-3,tagih air kali lipat bisabisanya wfh bikin malas mandi malas nyuci malas ngapamengapai hadehhh crying inside,Negatif
0, wfh lebaran bos,Netral
1,kadang neng psbb wfh wfh belanja online kasih diskon moga cepat pulih kangen manado mungil,Positif
0, istighfar lihat jajan wfh minggu mei,Netral
0, percaya efek wfh glowing butek mending wfh,Netral
0, masak rapihin meja makan gel lurr wfh,Netral
0,bangun wa besok wfo niat wfh wfo beach,Netral
-1, nanyain kemarin wfo wfh jam an tidur siang bangun protes nama daftar wfo besok didaftarin hc anjay,Negatif
-1,becuuuul wfh ya,Negatif
0,lelah lihat apes psbb wfh hujan ,Netral
0,capek badan sakit wfh kaliya sekal masuk kantor langsung patah tulang,Netral
2,inovatif usaha cipta piyama khusus wfh,Positif
-1, tau pin ipb wfh ya trpaksa offline,Negatif
0, wfh nder,Netral
-6, sabar diam dirunah kecuali urgent beli bahan pokok ' okay alesannya bosan rumah lo rumah bosan wfh stres tau ,Negatif
0,cie wfh kepo,Netral
0,lisa wfh putih lohmakin suka,Netral
1, biar positif wfh,Positif
0, efek wfh kerja,Netral
-4,hahahahaha pusing ya anjing baca tweet lu bahasa bebencongn mikirrr lu wfh,Negatif
-2,st time sebu perut wfh nak patah pinggang haaa taksangka triggered gastric ye,Negatif
0, test tau biaya kerja wfh kendara rame desakdesakan parno,Netral
1, ngantor tinggal izin ngantor tinggal ngantor wfh tinggal bikin lapor debat gamasuk yodah not my business,Positif
0,mak masuk bilik tidur eh member give up wfh ,Netral
-2, jerawat wfh simak informasi solusi,Negatif
1, persen gawai bulog kerja kantor lapang,Positif
1, konten tarik rumah laku maksimal fitur smartphone,Positif
-1,abe sajat okay but sorry i will not use your service anymore lambat hantar barang kena pickup okay je courier st floor barang tgh wfh oii poslaju ,Negatif
1,syukur company still bayar full and adek ot even wfh,Positif
1,pehh nasib mintak wfh start khamis,Positif
-3, tuh gampang turunnaik bb wfh kg sakit turun kg ngebentuk roti sobek susah,Negatif
0, corona kerja normal wfh urang jam kerja,Netral
0,hasil kegabutan hakiki foto lihat simpel makan proses,Netral
2,grup kantor kemarin maaf lahir batin selamat libur jumpa wfh selasa ya barusan gajadi libur besok kerja bikin ketupat besok lol,Positif
-4,wfh komplenkatanya cari duit psbbeh ribut bansossekarang jubel an cari baju lebarankalo kena positip ribut uang bantu besok lusa habis duitcari bansos sembako nama damping corona,Negatif
-6, lupa engah kamis ramadan selesai hitung wfh eh ding kemarin minggu full ngeluh bosan bosan lelah ,Negatif
-1, wfh training housekeeping hotel jam pakai rumah,Negatif
0,iyoo f mending silaturahmi online makan kue hikmah wfh ajar masak eksperimen resep cookpad,Netral
0,etapi etapiselama wfh loh keliling kabar hamil whaaau ngado bayik ,Netral
-2, wfh siang pusing kitar tengkuk gel enggakenggak tidur coba pakai tidur biar reda parah,Negatif
-3,ya berat wfh wfh tingkat tular wfh rakyat ratain pemerintah usaha deh bang sudut pandang lu lihat rakyat semenjana lihat pemerintah ,Negatif
2,ira wfh bikin enak lihat nasib mhs dampak wfh iba ya,Positif
0, rezeki nak niaga puasa wfh busy kerja normal,Netral
-1, paham pemerintah wfh ,Negatif
0,wfh kenal libur kak,Netral
-1,coba deh guys wfh hubungin orangorang pisah wfh yaampun anget ,Negatif
1,alhamdulillah ramadhan bantu berik rezeki saudara temanteman ku hikmah wfhquarintine distiap musibah berkah deh,Positif
-1,mantap tuh ayah wfh ,Negatif
-2, ya wfh nelitinya ya gataulah suruh ngerjain enak hidup kerja gua repot,Negatif
0,rayza laki wfh kerja masak cewek kerja makan ,Netral
0, masuk tanggal psbb tanggal enagic wfh the plaza buka office,Netral
1,alhamdulillah order psbb nongkrong diresto diam rumah manis tinggal wa restonya deh jalanwfh ojol,Positif
1, wfh sangka ketemu acara musik keren mostly jazz besok jumat season finalenya tiket cek loketdotcom,Positif
-1,keyboard panik ganti rovtop keyboard bluetooth portable diskon cocok teman wfh cus langsung beli suyakastore ,Negatif
-1,oh i call bdo kat internet nak cari student call receptionist department wfh sok i nak contact dorang c i know how apply dkt bdo i nak cuba i really interested,Negatif
-1, senang libur wfh absen wkwkwkwk mari drakoran mata sepet yippiiiiiiiiiii,Negatif
1,puji tuhan libur libur lebaran hahahaa lumayan before wfh mingdep,Positif
0,akak wfh eh,Netral
0,hahahah wfh lar,Netral
-4, wfh bawa article baca n ajar ujungujung kerja tautau pegang article kerja kantor bingung kerja ajar,Negatif
0, wfh libur,Netral
-2, mikir patuh segi pandang masyarakat wfh kayak dagang kerja makan besok kerja makan,Negatif
-2, kayak physical distance tuh wfh ya arti pemerintahnya pikir indonesia golong disamaratakan wfh kerja,Negatif
-2,asa ramadhan asam lambung karu garagara wfh garagara lebaran makan lodho pecel harihari lebaran,Negatif
-1,hhaha jam kantor tanggal merah wasap ku slowrep sihwkwk kecuali rapat ya enak wfh ,Negatif
0, nder kerja kuliah wfh ,Netral
-2, pjj wfh kerja faskes dijalanin koar orang peduli ,Negatif
0,ku lo wfh kenal tanggal merah kuliah rapat online,Netral
-1, cuci baju biar besok wfh tenang cuci selesai,Negatif
0, orangorang kerja wfh semangat ujung tombak tulang punggung keluarga badai ,Netral
-1,idk tgh tggu koutusan wfh cari company backup,Negatif
-1, wfh betah ya we eee internetnya doang deh bikin betah kerja rumah,Negatif
-1,wfh juni senang jaring kayak telek lamalama darah hhhhhhhhhhh,Negatif
-1,ahaha hg cust maxis mati mahal doh nak unlimited gb gb oh pakai wfh then cilok tengok movie puas screen besor,Negatif
1,deh wfh next wig deh masuk opis eh gaya rupa ,Positif
-3,negara bln turun gilir astagfirullah rumah kadang kerja wfh takut kereta tj orang,Negatif
-1, wfh konsep mandi mandi rumah ketemu orang biar bersih ,Negatif
-1, tau ah bingung mediator kosanku kelar wfh,Negatif
-1,kayak tau ya wfh bikin enjoy tau juni deh kelar ya ,Negatif
0,gob wfh chatime,Netral
0,ngomong kantor habis lebaran wfh wfh huhu,Netral
-1, jam koneksi internet sekal laku adu call center laku ecek restart cek kabel ubah tolong lancar wfh rugi bayar mahal lancar,Negatif
0,moon maaf aing tanggal rumah edar wfh mei,Netral
-2,iyo wfh mggu melbu prei nek kantor ora jarang segel pol pp koe barang w lho sing sik kluyuran dijogo awak e ki ra main main pandemi ,Negatif
0, jalanjalan mall pasar penuh wfh stop tau sakkarepmulah,Netral
-1,wfh bunuh,Negatif
0,gelooo acu senen wfh jumat cuti kantooor masuk selasa wkwkwkw ,Netral
-2,wfh tanggal merah betein ampun wfo ya,Negatif
-1, almost months wfh discover je kerja baring like skema gila kerja kat meja sakit ontot kennot sit anymore,Negatif
-4,kondisi situasi lingkung masyarakat lihat normal atur ketat longgar tanggal sebag kerja normal full wfh sahabat virus,Negatif
1,untung wfh,Positif
0, wfh coy,Netral
0,wfh lagimantabp,Netral
-2, ganti dokter awat tenaga medis wfh tinggal rumah dokter awat tenaga medis jalan xke pasar kemalkemana rumah sakit psbbnya rs,Negatif
0,zoom isi banter panel hidup wfh,Netral
0,siapp stay safe mas kerjo iso wfh ta ,Netral
-1, wfh cas nis rumah kasihan ,Negatif
0,gin anake presiden wfhpikirane tanggungtanggung,Netral
-2, wfh pilih rumah sekal rumah sekal alas boros ,Negatif
1,untung wfh ngantuk tinggal turu,Positif
-1,ya wfh kantor yooo,Negatif
-1,selamat sore bpk kepala brsdm kp berik arah motivasi semangat civitas akademika satdik kp jalan wfh pbm online pandemic covid,Negatif
0,wfh nyarap,Netral
-1,wfh ba kayo now orang nooo,Negatif
0, kemarinkemarin mental tempa kerja kali coba berwirausahajatuh bangun mah maju mundur ,Netral
-2,mudik mudik rumah nongkrong wfh ngemall salah sa ,Negatif
1, wfh kerja karantina larang izin kantor izin eselon cuy untung jajar eselon ,Positif
1,kerja wfh maksud surat ituhhh lapang kerja,Positif
-1, betah kerja rumah wfh ,Negatif
-1,libur hahahaha lho bukane cas wfh ya bukane wfh,Negatif
0, weekend masuk jadwal wfh manager wfo suruh wfo pikir mei tanggal libur masuk weekend set deh,Netral
-1, wfh lupa nama orangorang kantor ,Negatif
0, pakai cuman abang wfh cuman abang doanh,Netral
0, erti nath wkkwk wfh mah ,Netral
-1, kerja kerja pakai topi koboi rumah wfh pakai topi koboi,Negatif
-4,giat orangorang wfh netflix zoom ajar dll report akunakun postingan cari sensasi berik informasi palsu jenis,Negatif
-5,muli mekhanaii main yuk main peta plesetan asah otak wfh h h lo plesetin malashayo suka malas suara nyasini cuy plesetin contoh yea ikram semalem tidur malas pulas maksud ,Negatif
0, ya wfh bedabeda untung ,Netral
1,huhu wfh moga mengnya cepat sembuh biar lo berak tenang ya,Positif
0, cabin fever wfh,Netral
0,sepurane pris kuat wes wfh minggu dewean biyen ,Netral
-1,one thing best is duit secure i don't need buy many new baju kurung class deh habis nak intern next year je kot beli wfh laaa mueheheh,Negatif
-1,sedih euy wfh senang kaget jalan rame kaget heran belanja baju lebaran rela desek an kena kena ,Negatif
-2,haha ya best comfirm opis grocery store kecuali wfh lebam,Negatif
0, wfh pagi suruh share foto selfiee,Netral
-2, libur bingung besok jatah wfh kantor nerapin atur minggu kerja minggu rumah,Negatif
-1,bingung bahagia suruh ngantor office wfh full aman tentrem,Negatif
-3, wfh ngejar jatuh tempo audit juli ya juli kasih punishment pengaruh nilai orang wfh ngenttooooooodddd,Negatif
0,ohhh feel better then wfh tenang je tengok pmandangan gula kapas,Netral
1,hahaha alhamdulillah doh wfh mendakk,Positif
2, jun kena masuk jabat wfh wfh nikmat kerja tenang kerja benda tugas ijazah fizik usm jarak tulis fyp diploma syariah paruh tulis kena mantiq aplikasi usul fiqh,Positif
0, produktivitas karyawan jaga kondisi wfh tools aplikasi sedia aktivitas kerja karyawan bantu mudah,Netral
2,hahaha wrestling jom untung weh wfh sumpah penat kerja ganda ganda rela kerja office ye pompuann masuk office after raya selasa je,Positif
-1,hahaha ye doh kena kecam wfh harini lepas raya rabu masuk office kau kerja ,Negatif
-1,ica besok masak rumah teman teman acc wfh mantap tibatiba besok off dadak acc langsung ,Negatif
0,kau wfh duduk je diam hmm,Netral
0,harap maklumin ya mbak taat anjuran pemerintah rumah wfh pemandangan segar ,Netral
-1, nak kecam farah meh luku haha untunggggg wfh weh kerjaaaaa kau lepas raya masuk office kak pompuan,Negatif
-2,dosen tida wfh b wfh wfh ngaruh nilai ya mahasiswa,Negatif
1,telepon extension ofon smart pbx daftar gratis ,Positif
2,hubung lokasi ofon smart pbx hemat biaya telekomunikasi daftar gratis ,Positif
1,selamat bangkit nasional,Positif
0,abang wfh nder,Netral
-1, asli mending gua masuk kantor dprd wfh ganti libur lebaran kagak lebaran sekal,Negatif
0, kerja kantor pajak ndeer wfh,Netral
-1,selamaaat ya senderrr senang btw wfh kerja nderr,Negatif
0, guys tanyaa kerja kantor keluarga kerja kantor wfh gapapa nyambi kuliah kerja kantor bantu teliti terimakasih,Netral
-1, halo ayahibukakakpacar wfh tolong isiin gform tugas ku responden bantu makasiii linknya rep ya,Negatif
1, tau lowong kerja praktik magang pusingg kemarin companynya sistem wfh terima kasih ,Positif
-4, wfh rumah ya organisasi mubes mubesbagaimana mubesnya online kah organisasi jalan pereode gara gara wfh bingung mubesnya ,Negatif
0, ges jurus buka pkl wfh semester tolong saran mending pkl semester ,Netral
0, gaes kampus cari garagara pandemi kayak tibatiba ganti bijak bikin atur hakhak mahasiswa wfh penuh,Netral
-1, kak nia susah kerja kampung better stesen mijah takat wfh kg certain kerja deh kawan tolong settle sekolah but kerja settle docs duk kena ,Negatif
1,alang ambik barang kuasa nak turun beli lauk grab rider hantar barang bos buku sok wfh hujung ,Positif
-1,psbb juni arti wfh juni hmm leher gel rumah kursi nyaman mandangin laptop jam jam huhuhu moga pandemi amin,Negatif
0,wfh gel pundak leher,Netral
0,corona bikin gaya hidup ubah ya pakai kaki patah kejar kejar bias pakai wfh lehet sakit mandangin laptop huhuhu,Netral
-1,wfh jalan terosss,Negatif
-2,tuju bagus rumah rumah bolakbalik kantor sektor pajak kecuali wfh,Negatif
-3, orang suruh wfh sektor kerja tuh sektor kerja diwajibin wfh tuh ,Negatif
0, wfh hahaah umahh hahaha umah busy ,Netral
0,i've come the conclusion wfh d very well list kerja efektif efisien painful kerja ujung wfh q anyone,Netral
-3, lihat kuis jarijari rcti orang cibinong orang cibinong wfh pakai tonton kuis ya hoki ,Negatif
-1,wfh baju batik,Negatif
0, coba deals special id diskon spesial details klik link bio syarat berlaku,Netral
0, happy coba deals special daerah kebayoran cashbacapp diskon spesial free delivery km wow etaphemat,Netral
0, happy coba deals special id diskon detail klik link bio syarat berlaku,Netral
2,cashbacers yuk cek aplikasi cashbac buka fitur deals pilih deals nikmat happy coba deals special diskon spesial ,Positif
0, happy coba deals special daerah grogol serpong cashbacapp diskon spesial free delivery km sok happy pakai ,Netral
2,selamat bangkit nasional mari bangkit semangat maju bangun bangsa negara cinta indonesia,Positif
-4,bosan bosan bosan wajar happy coba deals special papa purin daerah sunter cashbacapp diskon spesial sok happy pakai ,Negatif
1, happy coba deals special daerah menteng cashbacapp diskon spesial free delivery km wow syarat berlaku,Positif
1,manfaat puasa kadar glukosa tubuh resik diabetes,Positif
-1,bosan happy coba deals special quateur patisserie meruya jakbar cashbacapp diskon spesial free delivery km sok happy pakai ,Negatif
-2,wfh ambik suruh orang kerja lepas office hours tau,Negatif
-2,tanggal merah masuk kerja lelah x lipat but starting tomorrow wfh juli andai terbang rumah nun ,Negatif
1, kantor marketing wfh juli senang mostly omzet online tenang kerjain desain produk plus kerjain samping jasa konsultasi skripsi hehe,Positif
-1,kayak wfh juli ya,Negatif
0, covid rebak wfh,Netral
0,pengaruh wfh hadap skill sugarcoating tarik hati lawan main sek jajaka bandung ,Netral
-1, wfh ngerjain tugas kertas bekas nyisa,Negatif
-1,rumah kena wfh jugakk sobs,Negatif
0,hmm ok ziz wfh,Netral
0,ikr suka warna hijau mumpung wfh dekor kamar,Netral
-2,tos beli gantung spatula biar lihat rapi dapur semenjak wfh pengin rapihin rumah ya,Negatif
